Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season,all_nba_1st_team
Rudy Tomjanovich*,PF,31,HOU,62,1834,14.2,.522,.102,.189,7.7,14.0,10.8,8.5,0.8,0.3,10.4,20.3,,2.8,0.8,3.6,.094,,0.6,-1.9,-1.3,0.3,1980,0
Bernard Toone,PF,23,PHI,23,124,8.9,.402,.109,.156,10.9,17.8,14.5,13.8,1.5,2.2,19.0,27.2,,-0.3,0.2,-0.1,-0.036,,-5.1,-0.3,-5.4,-0.1,1980,0
Wes Unseld*,C,33,WSB,82,2973,15.4,.545,.003,.328,11.2,25.9,18.5,15.6,1.0,1.1,17.3,11.7,,4.3,4.1,8.4,.135,,0.9,1.5,2.5,3.3,1980,0
Bill Walton*,C,27,SDC,14,337,22.2,.525,.000,.335,8.7,32.5,20.2,15.5,1.1,6.1,16.7,26.3,,0.2,0.5,0.8,.108,,0.9,2.1,3.0,0.5,1980,0
Kermit Washington,PF,28,POR,80,2657,18.2,.584,.004,.473,13.2,21.7,17.4,8.9,1.3,2.9,15.6,16.8,,5.2,4.0,9.1,.165,,1.3,0.6,1.9,2.6,1980,0
Richard Washington,PF,24,MIL,75,1092,12.3,.484,.000,.181,9.7,17.5,13.7,6.7,1.1,2.4,12.2,18.8,,0.5,1.6,2.0,.089,,-2.5,-0.1,-2.6,-0.2,1980,0
Marvin Webster,C,27,NYK,20,298,9.2,.511,.000,.203,10.1,19.2,14.6,3.6,0.5,2.0,18.9,13.7,,0.0,0.2,0.2,.039,,-2.8,-1.3,-4.1,-0.2,1980,0
Jerome Whitehead,C,23,TOT,50,553,8.4,.487,.000,.307,11.4,22.6,17.1,5.7,0.7,1.7,21.8,12.5,,-0.2,0.4,0.2,.017,,-3.9,-0.8,-4.8,-0.4,1980,0
Jerome Whitehead,C,23,SDC,18,225,11.6,.557,.000,.400,13.5,20.4,16.8,3.5,0.2,1.4,13.1,10.8,,0.3,0.1,0.4,.087,,-1.6,-1.3,-2.9,-0.1,1980,0
Jerome Whitehead,C,23,UTA,32,328,6.2,.438,.000,.246,10.0,24.0,17.3,7.2,1.0,1.9,26.8,13.7,,-0.5,0.3,-0.2,-0.031,,-5.5,-0.5,-6.0,-0.4,1980,0
Sidney Wicks,PF,30,SDC,71,2146,8.5,.447,.002,.306,6.7,14.1,10.3,12.5,1.7,1.3,22.9,13.6,,-1.3,1.2,-0.1,-0.001,,-2.9,0.1,-2.8,-0.4,1980,0
Kareem Abdul-Jabbar*,C,33,LAL,80,2976,25.5,.616,.001,.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,,9.6,4.6,14.3,.230,,4.7,1.4,6.1,6.1,1981,1
Alvan Adams,C,26,PHO,75,2054,20.3,.567,.000,.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,,3.3,4.5,7.7,.180,,2.5,2.6,5.1,3.7,1981,0
Darrell Allums,PF,22,DAL,22,276,5.3,.385,.015,.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,,-0.5,0.2,-0.3,-0.054,,-5.5,-0.1,-5.6,-0.3,1981,0
Dennis Awtrey,C,32,SEA,47,607,6.7,.501,.000,.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,,0.0,0.6,0.6,.047,,-3.2,0.7,-2.5,-0.1,1981,0
James Bailey,PF,23,SEA,82,2539,14.5,.546,.002,.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,,1.4,3.6,4.9,.094,,-1.7,0.6,-1.1,0.6,1981,0
Mel Bennett,PF,26,UTA,28,313,10.7,.549,.033,1.350,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,,0.1,0.2,0.3,.045,,-3.7,-1.2,-5.0,-0.3,1981,0
Kent Benson,C,26,DET,59,1956,15.1,.524,.005,.330,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,,0.6,2.5,3.1,.075,,-0.3,0.4,0.1,1.0,1981,0
Larry Bird*,PF,24,BOS,82,3239,19.9,.528,.049,.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,,4.7,6.1,10.8,.160,,2.5,1.8,4.3,5.2,1981,0
Jim Brewer,PF,29,LAL,78,1107,10.6,.506,.010,.203,13.2,14.2,13.8,5.8,1.8,2.8,18.3,9.5,,0.7,1.5,2.2,.097,,-1.6,1.1,-0.5,0.4,1981,0
Lewis Brown,C,25,WSB,2,5,-18.6,.192,.000,1.667,20.9,21.2,21.0,0.0,0.0,0.0,16.1,49.8,,-0.1,0.0,-0.1,-0.667,,-5.3,-0.4,-5.7,0.0,1981,0
Rickey Brown,C,22,GSW,45,580,10.9,.531,.000,.130,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,,0.5,0.4,0.9,.075,,-2.2,-0.6,-2.9,-0.1,1981,0
Joe Bryant,PF,26,SDC,82,2359,12.8,.530,.019,.308,6.9,15.2,10.9,11.1,1.5,0.8,16.4,18.6,,1.7,1.7,3.4,.069,,-1.1,-0.6,-1.7,0.2,1981,0
Tom Burleson,C,28,ATL,31,363,8.5,.436,.000,.414,13.7,16.0,14.9,4.6,1.1,3.1,17.0,16.1,,-0.2,0.3,0.2,.021,,-4.4,-0.6,-4.9,-0.3,1981,0
Kenny Carr,PF,25,CLE,81,2615,17.0,.560,.004,.446,10.5,25.6,17.6,10.2,1.4,0.9,17.4,20.4,,3.3,2.6,5.8,.107,,0.4,-0.4,0.0,1.3,1981,0
Joe Barry Carroll,C,22,GSW,82,2919,16.4,.534,.002,.351,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23.0,,3.7,2.0,5.7,.094,,0.0,-1.3,-1.3,0.5,1981,0
Bill Cartwright,C,23,NYK,82,2925,18.4,.611,.001,.463,6.1,18.3,12.0,5.6,0.8,1.6,12.9,21.5,,6.9,3.1,10.0,.164,,1.6,-0.5,1.1,2.3,1981,0
Harvey Catchings,PF,29,MIL,77,1635,10.4,.480,.000,.307,10.7,21.0,16.0,7.0,0.9,6.3,23.6,10.7,,0.0,3.2,3.1,.092,,-3.0,2.9,-0.1,0.8,1981,0
Jim Chones,PF,31,LAL,82,2562,11.8,.528,.005,.257,8.1,19.1,13.9,7.4,0.7,2.0,16.0,15.6,,1.5,3.2,4.7,.088,,-2.0,-0.1,-2.1,-0.1,1981,0
Wayne Cooper,C,24,UTA,71,1420,12.2,.479,.006,.191,13.6,21.9,17.8,5.3,0.6,2.1,13.1,17.8,,0.5,1.0,1.5,.051,,-2.5,-2.0,-4.5,-0.9,1981,0
Dave Corzine,C,24,SAS,82,1960,16.5,.520,.004,.234,13.2,21.7,17.7,8.4,1.0,2.7,13.7,19.3,,2.6,2.5,5.1,.125,,0.3,-0.7,-0.4,0.8,1981,0
Geoff Crompton,C,25,POR,6,33,11.0,.441,.000,.625,23.0,36.4,29.7,7.4,0.0,3.3,32.9,18.3,,-0.1,0.1,0.0,-0.029,,-4.1,-0.4,-4.4,0.0,1981,0
Pat Cummings,C,24,MIL,74,1084,15.2,.570,.004,.304,10.2,19.4,14.9,8.0,1.3,1.0,17.9,23.0,,1.0,1.7,2.7,.121,,-1.4,-0.6,-2.0,0.0,1981,0
Earl Cureton,C,23,PHI,52,528,13.8,.470,.005,.312,11.4,20.0,16.0,6.4,1.8,2.4,11.1,20.0,,0.1,1.1,1.2,.109,,-1.9,0.4,-1.5,0.1,1981,0
Monti Davis,PF,22,TOT,2,10,4.5,.208,.000,1.000,21.9,22.0,22.5,0.0,0.0,5.7,0.0,30.0,,-0.1,0.0,-0.1,-0.311,,-4.7,-0.4,-5.1,0.0,1981,0
Monti Davis,PF,22,PHI,1,2,44.2,1.000,.000,.000,0.0,50.9,27.3,0.0,0.0,0.0,0.0,20.2,,0.0,0.0,0.0,.455,,-4.4,0.1,-4.4,0.0,1981,0
Monti Davis,PF,22,DAL,1,8,-5.4,.081,.000,1.250,27.4,14.8,21.3,0.0,0.0,7.1,0.0,32.4,,-0.1,0.0,-0.1,-0.503,,-4.8,-0.5,-5.3,0.0,1981,0
Darryl Dawkins,C,24,PHI,76,2088,15.9,.641,.000,.436,6.0,21.4,14.2,7.3,0.8,3.0,20.9,20.3,,2.2,4.1,6.3,.145,,-1.3,1.3,0.1,1.1,1981,0
Larry Demic,PF,23,NYK,76,964,10.4,.533,.008,.362,13.0,15.8,14.4,3.9,0.6,0.8,16.5,14.8,,0.8,0.8,1.6,.081,,-2.5,-1.5,-4.0,-0.5,1981,0
Coby Dietrick,C,32,CHI,82,1243,11.8,.503,.019,.347,7.6,16.4,12.1,12.6,1.8,2.4,19.3,15.0,,0.5,1.5,2.1,.080,,-1.3,1.5,0.2,0.7,1981,0
James Donaldson,C,23,SEA,68,980,15.9,.574,.000,.714,12.3,22.2,17.3,6.0,0.4,4.1,17.9,15.8,,1.1,1.4,2.5,.124,,0.2,0.5,0.8,0.7,1981,0
Leon Douglas,C,26,KCK,79,1356,12.5,.583,.009,.576,12.4,19.1,15.7,6.7,0.9,1.6,18.2,15.1,,1.6,1.6,3.2,.112,,-2.1,-0.3,-2.5,-0.2,1981,0
Ralph Drollinger,C,26,DAL,6,67,5.3,.476,.000,.286,8.2,24.7,16.1,29.6,0.7,1.7,45.2,17.9,,-0.2,0.1,-0.2,-0.117,,-5.0,0.8,-4.1,-0.1,1981,0
James Edwards,C,25,IND,81,2375,18.2,.547,.003,.346,8.5,18.0,13.1,13.3,0.6,3.1,12.4,22.3,,4.4,2.6,7.0,.141,,1.2,0.1,1.3,2.0,1981,0
Bob Elliott,C,25,NJN,73,1320,12.3,.541,.005,.482,8.7,13.7,11.2,13.7,1.2,0.7,19.0,18.8,,0.6,0.9,1.6,.057,,-1.2,-0.8,-1.9,0.0,1981,0
Len Elmore,C,28,MIL,72,925,8.6,.420,.000,.354,8.4,16.3,12.4,8.7,1.9,3.2,15.2,12.2,,0.0,1.6,1.6,.083,,-3.5,2.1,-1.4,0.1,1981,0
Eric Fernsten,C,27,BOS,45,279,11.0,.521,.000,.380,12.4,12.9,12.7,4.7,1.0,1.4,17.8,16.4,,0.1,0.3,0.5,.079,,-1.9,-0.6,-2.4,0.0,1981,0
Artis Gilmore*,C,31,CHI,82,2832,21.7,.699,.000,.652,9.2,23.5,16.7,8.9,0.8,4.0,18.4,18.5,,8.4,3.9,12.3,.208,,3.1,1.2,4.3,4.5,1981,0
Mike Gminski,C,21,NJN,56,1579,14.5,.474,.001,.294,9.6,20.6,15.0,6.6,1.6,3.6,14.1,22.7,,-0.5,2.0,1.5,.045,,-1.6,-0.3,-1.8,0.1,1981,0
Glen Gondrezick,PF,25,DEN,73,1077,16.3,.542,.006,.416,12.6,16.6,14.5,9.6,3.7,0.9,15.1,15.8,,1.8,1.3,3.1,.136,,0.3,1.4,1.7,1.0,1981,0
Dave Greenwood,PF,23,CHI,82,2710,16.6,.528,.002,.293,10.7,19.4,15.2,11.6,1.4,2.6,14.7,19.7,,3.8,3.4,7.1,.126,,0.8,0.4,1.2,2.2,1981,0
Paul Griffin,PF,27,SAS,82,1930,13.8,.575,.000,.778,10.8,17.4,14.2,15.8,1.9,1.1,23.2,11.7,,2.6,2.3,4.9,.122,,0.8,1.0,1.8,1.8,1981,0
James Hardy,PF,24,UTA,23,509,11.9,.480,.000,.180,8.9,20.9,15.0,9.5,2.0,2.3,16.1,12.1,,0.1,0.5,0.7,.064,,-1.3,0.9,-0.4,0.2,1981,0
Mike Harper,PF,23,POR,55,461,8.4,.430,.022,.625,6.6,15.4,11.0,4.5,2.3,2.4,15.6,17.7,,-0.6,0.6,0.1,.006,,-4.8,0.4,-4.4,-0.3,1981,0
Steve Hawes,C,30,ATL,74,2309,14.7,.585,.006,.436,8.1,19.9,13.9,10.7,1.5,0.8,17.5,16.5,,3.4,2.3,5.7,.119,,0.2,0.2,0.4,1.4,1981,0
Elvin Hayes*,PF,35,WSB,81,2931,14.9,.483,.008,.339,8.4,20.0,14.1,4.8,1.1,3.2,11.3,23.0,,0.1,4.9,5.1,.083,,-1.6,0.6,-1.1,0.7,1981,0
Gar Heard,PF,32,SDC,78,1631,10.9,.428,.018,.255,8.2,17.1,12.4,9.5,3.1,2.6,15.5,13.0,,-0.2,2.2,2.0,.059,,-2.1,2.0,-0.2,0.8,1981,0
Cedrick Hordges,PF,24,DEN,68,1599,10.7,.509,.006,.388,7.5,22.1,14.6,8.0,0.9,0.6,17.6,15.8,,0.5,1.0,1.5,.044,,-2.3,-1.0,-3.3,-0.5,1981,0
Phil Hubbard,PF,24,DET,80,2289,15.4,.544,.003,.484,11.3,18.9,14.9,10.4,1.7,0.5,17.7,22.9,,1.8,2.7,4.5,.094,,-0.7,-0.7,-1.4,0.3,1981,0
Kim Hughes,C,28,TOT,53,490,6.3,.388,.000,.029,10.1,18.0,13.9,8.3,2.6,3.9,38.3,9.2,,-0.7,0.6,-0.1,-0.007,,-5.4,2.2,-3.2,-0.1,1981,0
Kim Hughes,C,28,DEN,8,159,10.3,.444,.000,.080,11.9,20.4,16.0,7.9,3.0,4.5,29.8,8.6,,0.0,0.2,0.2,.057,,-2.8,1.8,-1.1,0.1,1981,0
Kim Hughes,C,28,CLE,45,331,4.4,.356,.000,.000,9.2,16.9,12.9,8.5,2.4,3.6,42.3,9.5,,-0.7,0.4,-0.3,-0.038,,-6.7,2.4,-4.3,-0.2,1981,0
Dan Issel*,C,32,DEN,80,2641,21.7,.575,.010,.561,8.6,17.7,13.1,8.4,1.4,1.0,7.9,23.2,,8.9,1.6,10.5,.190,,3.7,-1.1,2.7,3.1,1981,0
Clemon Johnson,C,24,IND,81,1643,15.6,.530,.002,.406,11.1,20.2,15.5,11.8,1.3,4.1,18.1,16.3,,1.4,2.3,3.7,.108,,-0.2,1.2,1.0,1.3,1981,0
George Johnson,C,32,SAS,82,1935,13.5,.517,.000,.314,12.6,20.9,16.9,5.8,1.1,7.7,21.8,10.4,,1.1,3.4,4.5,.112,,-1.4,3.0,1.6,1.8,1981,0
George Johnson,PF,24,IND,43,930,17.4,.510,.013,.310,11.3,21.6,16.3,13.4,2.4,1.4,16.0,22.9,,0.7,1.4,2.2,.112,,0.1,0.3,0.4,0.6,1981,0
Lee Johnson,PF,23,TOT,12,90,0.8,.313,.000,.200,7.4,20.2,13.7,1.4,0.0,3.1,20.5,15.4,,-0.3,0.1,-0.2,-0.095,,-5.8,-0.6,-6.4,-0.2,1981,0
Lee Johnson,PF,23,HOU,10,80,1.5,.337,.000,.217,8.3,19.7,13.9,1.5,0.0,3.5,21.7,16.3,,-0.2,0.1,-0.2,-0.091,,-5.9,-0.6,-6.5,-0.2,1981,0
Lee Johnson,PF,23,DET,2,10,-4.7,.000,.000,.000,0.0,24.7,11.6,0.0,0.0,0.0,0.0,8.1,,0.0,0.0,0.0,-0.132,,-4.8,-0.2,-5.0,0.0,1981,0
Mickey Johnson,PF,28,MIL,82,2118,16.3,.516,.021,.392,9.8,18.4,14.2,17.7,2.1,1.9,18.8,22.6,,1.6,3.7,5.3,.121,,0.3,1.1,1.4,1.8,1981,0
Reggie Johnson,PF,23,SAS,79,1716,12.9,.527,.001,.283,8.8,13.7,11.4,6.5,1.2,1.5,14.5,20.7,,1.4,1.6,3.0,.085,,-2.1,-1.1,-3.2,-0.5,1981,0
Bobby Jones*,PF,29,PHI,81,2046,20.1,.604,.004,.460,8.2,14.6,11.6,15.4,2.2,2.0,14.1,20.8,,5.4,3.9,9.2,.217,,2.7,2.0,4.7,3.5,1981,0
Caldwell Jones,C,30,PHI,81,2639,10.1,.512,.000,.398,8.9,23.6,16.8,5.5,0.9,2.8,22.8,11.3,,0.1,5.4,5.5,.100,,-2.1,1.5,-0.6,0.9,1981,0
Dwight Jones,PF,28,CHI,81,1574,13.1,.532,.000,.318,9.6,19.0,14.5,8.8,1.2,1.3,17.9,18.2,,1.2,1.7,2.9,.089,,-1.2,-0.4,-1.5,0.2,1981,0
Edgar Jones,PF,24,NJN,60,950,17.6,.578,.011,.611,10.7,20.8,15.6,6.7,1.7,4.8,18.2,23.0,,0.9,1.4,2.3,.116,,-1.5,1.2,-0.3,0.4,1981,0
Major Jones,PF,27,HOU,68,1003,10.3,.503,.004,.401,10.6,15.5,13.0,5.2,0.9,1.3,16.1,14.3,,0.5,0.8,1.2,.060,,-1.9,-1.0,-2.9,-0.2,1981,0
Clarence Kea,PF,21,DAL,16,199,17.3,.540,.012,.765,15.4,23.1,19.1,4.0,1.5,0.3,12.9,26.1,,0.3,0.2,0.5,.120,,-1.7,-1.7,-3.4,-0.1,1981,0
Rich Kelley,C,27,PHO,81,1686,14.4,.580,.005,.597,8.7,19.9,14.4,21.1,2.1,2.1,30.0,16.1,,0.7,3.6,4.3,.121,,-0.5,2.9,2.3,1.9,1981,0
Reggie King,PF,23,KCK,81,2743,16.9,.583,.000,.445,9.6,22.2,15.9,6.1,1.8,0.9,13.7,18.1,,4.4,3.9,8.3,.145,,0.8,-0.2,0.6,1.8,1981,0
Joel Kramer,PF,25,PHO,82,1065,11.8,.562,.004,.353,8.1,15.8,12.0,10.6,1.5,0.9,18.4,13.4,,1.0,1.8,2.9,.129,,-1.3,1.2,-0.1,0.5,1981,0
Kevin Kunnert,C,29,POR,55,842,12.7,.509,.000,.250,12.6,24.5,18.5,9.7,0.9,2.1,17.3,13.6,,0.8,1.1,1.9,.106,,-1.6,0.2,-1.4,0.1,1981,0
Mitch Kupchak,PF,26,WSB,82,1934,16.6,.571,.001,.455,10.7,20.3,15.5,4.6,0.9,0.7,15.2,22.0,,2.5,2.7,5.2,.130,,0.1,-0.4,-0.3,0.8,1981,0
Sam Lacey,C,32,KCK,82,2228,13.5,.483,.009,.218,6.6,22.5,14.6,22.5,2.0,3.1,23.7,14.3,,0.2,3.8,4.0,.086,,-0.9,3.5,2.6,2.6,1981,0
Tom LaGarde,C,25,DAL,82,2670,13.5,.518,.000,.500,7.3,21.6,14.2,13.6,0.6,1.0,16.0,20.2,,1.3,1.4,2.7,.048,,-0.9,-0.9,-1.9,0.1,1981,0
Bill Laimbeer,C,23,CLE,81,2460,14.2,.536,.000,.228,11.4,20.2,15.6,11.5,1.1,1.8,15.2,14.2,,3.4,2.0,5.4,.104,,-0.3,0.3,0.0,1.3,1981,0
John Lambert,PF,28,TOT,46,483,8.4,.440,.012,.139,6.5,14.9,10.7,7.7,1.2,0.6,9.8,16.6,,-0.1,0.5,0.4,.039,,-4.2,-0.6,-4.8,-0.3,1981,0
John Lambert,PF,28,CLE,3,8,24.5,.600,.000,.000,13.2,29.1,20.7,71.6,0.0,0.0,28.6,35.2,,0.0,0.0,0.0,.106,,-4.2,0.2,-4.0,0.0,1981,0
John Lambert,PF,28,KCK,43,475,8.1,.435,.013,.144,6.4,14.7,10.5,6.6,1.2,0.6,9.1,16.3,,-0.1,0.5,0.4,.038,,-4.2,-0.6,-4.8,-0.3,1981,0
Mark Landsberger,PF,25,LAL,69,1086,12.5,.516,.003,.355,16.1,21.2,18.8,3.1,0.8,0.3,14.7,16.4,,0.9,1.3,2.2,.099,,-1.5,-2.5,-4.0,-0.5,1981,0
Bob Lanier*,C,32,MIL,67,1753,19.7,.573,.001,.387,8.3,17.5,13.0,14.0,1.9,2.6,14.2,21.8,,3.7,3.0,6.8,.185,,2.5,1.4,3.9,2.6,1981,0
Edmund Lawrence,C,28,DET,3,19,19.4,.615,.000,.500,11.6,13.0,12.2,9.5,2.5,0.0,9.3,22.9,,0.1,0.0,0.1,.201,,-3.8,0.1,-3.7,0.0,1981,0
Scott Lloyd,C,28,DAL,72,2186,9.3,.500,.004,.375,8.1,15.8,11.8,10.4,0.8,0.7,18.5,15.0,,0.2,0.7,1.0,.021,,-2.6,-1.1,-3.7,-0.9,1981,0
Maurice Lucas,PF,28,NJN,68,2162,14.6,.528,.002,.304,7.8,22.5,15.0,11.6,1.2,1.5,15.7,20.5,,1.2,2.3,3.5,.078,,-0.8,-0.1,-0.9,0.6,1981,0
Rick Mahorn,PF,22,WSB,52,696,13.6,.526,.000,.183,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,,0.4,1.3,1.8,.123,,-2.7,2.1,-0.6,0.2,1981,0
Moses Malone*,C,25,HOU,80,3245,25.1,.585,.002,.520,16.1,24.5,20.3,6.6,1.2,2.6,14.0,27.6,,9.5,4.2,13.7,.202,,4.5,-1.2,3.3,4.3,1981,0
Bob McAdoo*,PF,29,TOT,16,321,14.4,.471,.006,.261,5.8,18.8,12.0,14.7,2.5,2.3,15.5,25.8,,-0.3,0.5,0.2,.029,,-2.0,0.5,-1.4,0.1,1981,0
Bob McAdoo*,PF,29,DET,6,168,11.5,.396,.000,.244,5.9,23.5,14.2,18.6,2.3,2.4,16.5,26.2,,-0.4,0.3,-0.1,-0.035,,-2.8,0.5,-2.3,0.0,1981,0
Bob McAdoo*,PF,29,NJN,10,153,17.6,.552,.013,.280,5.8,13.6,9.6,10.4,2.7,2.2,14.3,25.4,,0.1,0.2,0.3,.100,,-1.1,0.6,-0.4,0.1,1981,0
George McGinnis*,PF,30,IND,69,1845,14.9,.482,.009,.501,9.4,22.2,15.6,16.4,2.6,0.9,19.1,25.1,,-1.1,2.9,1.7,.045,,-1.6,0.2,-1.4,0.3,1981,0
Kevin McHale*,PF,23,BOS,82,1645,16.4,.556,.003,.239,11.2,13.6,12.4,4.8,0.8,5.1,13.0,20.9,,2.3,2.4,4.7,.137,,-0.9,0.9,0.1,0.9,1981,0
Tom McMillen,C,28,ATL,79,1564,11.6,.518,.012,.208,7.0,14.8,10.8,6.9,0.7,0.9,12.5,17.2,,1.2,0.9,2.2,.066,,-1.0,-1.1,-2.1,-0.1,1981,0
Joe Meriweather,C,27,KCK,74,1514,12.4,.550,.000,.513,9.3,19.5,14.4,6.7,0.8,3.0,19.7,17.3,,0.6,2.0,2.6,.083,,-2.7,0.3,-2.4,-0.2,1981,0
Paul Mokeski,C,24,DET,80,1815,10.3,.520,.002,.437,8.5,18.8,13.4,10.7,1.0,2.4,22.7,15.7,,-0.4,2.1,1.7,.046,,-3.2,0.5,-2.6,-0.3,1981,0
Swen Nater,C,31,SDC,82,2809,18.2,.597,.000,.328,11.7,31.4,21.1,10.2,0.8,1.0,16.5,18.6,,5.5,3.1,8.6,.147,,1.5,-0.8,0.7,1.9,1981,0
Jawann Oldham,C,23,DEN,4,21,3.3,.333,.000,.000,14.2,10.0,12.1,0.0,0.0,4.8,25.0,14.1,,0.0,0.0,0.0,-0.094,,-4.6,-0.4,-5.0,0.0,1981,0
Tom Owens,PF,31,POR,79,1843,15.1,.564,.006,.397,9.7,17.2,13.5,9.9,0.9,1.4,14.9,18.7,,3.1,1.8,4.8,.125,,-0.3,-0.5,-0.8,0.6,1981,0
Robert Parish*,C,27,BOS,82,2298,25.2,.579,.001,.340,12.7,25.3,19.3,10.0,1.7,5.1,12.5,27.1,,6.0,4.9,10.9,.228,,3.3,2.1,5.4,4.3,1981,0
Billy Paultz,PF,32,HOU,81,1659,12.9,.513,.006,.296,7.4,19.0,13.1,8.5,0.8,2.4,13.2,16.5,,1.0,1.6,2.7,.077,,-1.0,0.1,-0.9,0.5,1981,0
Sam Pellom,PF,29,ATL,77,1472,11.7,.525,.003,.305,9.4,18.5,13.9,4.7,1.6,3.7,18.7,14.9,,0.4,1.8,2.2,.070,,-2.4,0.9,-1.4,0.2,1981,0
Ben Poquette,PF,25,UTA,82,2808,13.0,.567,.010,.264,6.6,18.9,12.8,7.9,1.2,3.6,15.1,12.4,,2.9,2.5,5.4,.092,,-1.1,0.9,-0.2,1.3,1981,0
Clifford Ray,C,32,GSW,66,838,4.7,.438,.000,.408,9.5,19.4,14.4,7.5,1.4,0.9,29.2,12.0,,-0.9,0.6,-0.3,-0.018,,-5.9,0.3,-5.6,-0.8,1981,0
James Ray,PF,23,DEN,18,148,4.2,.346,.020,.204,8.8,17.0,12.8,8.8,1.2,1.4,19.6,16.7,,-0.3,0.1,-0.2,-0.070,,-5.4,-0.7,-6.1,-0.2,1981,0
Rick Robey,C,25,BOS,82,1569,14.9,.563,.002,.459,10.0,18.0,14.2,11.2,1.2,0.7,17.7,20.7,,1.6,2.1,3.7,.114,,-0.3,-0.1,-0.3,0.7,1981,0
Cliff Robinson,PF,20,NJN,63,1822,17.9,.521,.001,.232,7.3,22.9,14.9,9.8,1.5,1.6,13.4,29.5,,0.4,2.1,2.5,.065,,0.0,-0.9,-0.9,0.5,1981,0
Truck Robinson,PF,29,PHO,82,3088,14.9,.531,.000,.309,7.9,20.1,14.1,9.6,1.0,0.7,14.7,21.5,,2.4,5.3,7.6,.119,,-0.3,-0.4,-0.7,1.0,1981,0
Wayne Robinson,PF,22,DET,81,1592,11.5,.523,.012,.472,8.1,13.7,10.7,10.5,1.4,0.9,19.5,19.4,,0.2,1.5,1.7,.052,,-2.0,-0.7,-2.7,-0.3,1981,0
Bill Robinzine,PF,28,TOT,78,2016,14.8,.528,.007,.340,9.1,21.4,15.0,9.5,1.8,0.3,16.5,23.5,,0.7,1.5,2.3,.054,,-1.2,-1.2,-2.4,-0.2,1981,0
Bill Robinzine,PF,28,CLE,8,84,6.0,.465,.000,.250,5.0,12.5,8.6,8.1,2.3,0.0,22.0,21.8,,-0.2,0.1,-0.1,-0.057,,-5.1,-0.3,-5.4,-0.1,1981,0
Bill Robinzine,PF,28,DAL,70,1932,15.2,.531,.008,.344,9.3,21.8,15.3,9.5,1.8,0.3,16.2,23.6,,0.9,1.5,2.4,.059,,-1.1,-1.2,-2.2,-0.1,1981,0
Dave Robisch,C,31,TOT,84,2116,14.1,.507,.000,.334,7.5,17.2,12.2,10.4,0.8,0.8,8.9,16.5,,3.2,0.9,4.2,.095,,0.6,-1.1,-0.5,0.8,1981,0
Dave Robisch,C,31,CLE,11,372,12.5,.452,.000,.367,7.6,18.1,12.6,14.8,0.9,0.9,11.0,13.8,,0.3,0.2,0.6,.072,,0.2,-0.1,0.2,0.2,1981,0
Dave Robisch,C,31,DEN,73,1744,14.4,.515,.000,.329,7.4,17.0,12.1,9.5,0.8,0.8,8.6,17.1,,2.9,0.7,3.6,.100,,0.7,-1.3,-0.7,0.6,1981,0
Tree Rollins,C,25,ATL,40,1044,14.5,.591,.005,.271,11.1,20.5,15.7,4.7,1.3,6.7,19.5,11.6,,1.1,1.5,2.6,.120,,-0.7,2.5,1.7,1.0,1981,0
Dan Roundfield,PF,27,ATL,63,2128,20.7,.575,.001,.439,12.3,22.0,17.1,12.1,1.7,3.3,15.6,22.3,,4.2,2.8,7.0,.159,,2.3,0.8,3.1,2.7,1981,0
DeWayne Scales,PF,22,NYK,44,484,11.5,.444,.027,.173,10.7,20.8,15.6,3.0,1.2,0.5,11.0,22.8,,-0.3,0.6,0.3,.028,,-3.1,-2.5,-5.6,-0.4,1981,0
Lonnie Shelton,PF,25,SEA,14,440,10.9,.459,.000,.316,7.9,11.5,9.7,11.7,2.4,0.4,17.1,22.1,,-0.4,0.5,0.1,.016,,-2.8,-0.3,-3.0,-0.1,1981,0
John Shumate,PF,28,TOT,24,527,9.3,.508,.000,.580,7.3,10.7,9.1,5.7,1.9,0.9,20.3,15.6,,0.0,0.5,0.5,.045,,-2.1,-0.6,-2.6,-0.1,1981,0
John Shumate,PF,28,SAS,22,519,9.7,.515,.000,.570,7.2,10.9,9.1,5.8,1.9,0.9,20.4,15.4,,0.1,0.5,0.5,.050,,-2.0,-0.6,-2.6,-0.1,1981,0
John Shumate,PF,28,SEA,2,8,-11.5,.231,.000,1.000,14.0,0.0,6.9,0.0,0.0,0.0,18.8,27.1,,-0.1,0.0,-0.1,-0.309,,-5.2,-0.4,-5.6,0.0,1981,0
