Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,all_nba_1st_team
Bernard James,C,29,DAL,16,2,158,2.7,6.2,.444,0.0,0.0,,2.7,6.2,.444,4.6,5.2,.870,4.1,4.8,8.9,0.9,0.5,3.4,1.4,3.9,10.0,2015,0
Al Jefferson,C,30,CHO,65,61,1992,8.8,18.3,.481,0.0,0.1,.400,8.7,18.2,.482,2.0,3.0,.655,1.8,8.1,9.9,2.0,0.8,1.5,1.2,2.5,19.6,2015,0
Cory Jefferson,PF,24,BRK,50,1,531,5.1,11.3,.449,0.1,1.0,.133,4.9,10.3,.480,2.1,3.7,.574,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4,2015,0
Jonas Jerebko,PF,27,TOT,75,0,1230,4.9,11.1,.446,1.6,4.1,.386,3.4,7.0,.481,1.6,1.9,.848,2.7,5.5,8.3,2.1,1.3,0.5,1.3,4.0,13.1,2015,0
Jonas Jerebko,PF,27,DET,46,0,703,4.7,10.1,.460,1.4,3.9,.368,3.2,6.2,.516,1.6,1.8,.861,2.4,4.9,7.3,2.1,1.4,0.6,1.3,3.9,12.3,2015,0
Jonas Jerebko,PF,27,BOS,29,0,527,5.3,12.4,.431,1.8,4.4,.406,3.6,8.0,.444,1.7,2.0,.833,3.1,6.4,9.6,2.0,1.3,0.5,1.2,4.0,14.1,2015,0
Grant Jerrett,PF,21,TOT,8,0,51,4.9,18.4,.269,0.7,10.6,.067,4.2,7.8,.545,0.7,0.7,1.000,1.4,4.9,6.4,2.1,1.4,1.4,2.1,7.8,11.3,2015,0
Grant Jerrett,PF,21,OKC,5,0,25,4.3,24.5,.176,1.4,18.7,.077,2.9,5.8,.500,0.0,0.0,,1.4,4.3,5.8,1.4,0.0,2.9,2.9,10.1,10.1,2015,0
Grant Jerrett,PF,21,UTA,3,0,26,5.5,12.5,.444,0.0,2.8,.000,5.5,9.7,.571,1.4,1.4,1.000,1.4,5.5,6.9,2.8,2.8,0.0,1.4,5.5,12.5,2015,0
Amir Johnson,PF,27,TOR,75,72,1979,5.4,9.4,.574,0.3,0.8,.413,5.1,8.6,.590,1.4,2.3,.612,2.9,5.4,8.3,2.1,0.8,1.1,2.0,4.1,12.6,2015,0
James Johnson,PF,27,TOR,70,17,1370,6.3,10.6,.589,0.3,1.3,.216,6.0,9.3,.643,1.8,2.7,.657,1.6,5.2,6.8,2.5,1.4,1.8,2.1,4.1,14.6,2015,0
Terrence Jones,PF,23,HOU,33,24,889,6.4,12.1,.528,0.5,1.5,.351,5.9,10.6,.553,2.3,3.8,.606,3.2,5.8,8.9,1.5,0.7,2.4,1.5,3.2,15.6,2015,0
DeAndre Jordan,C,26,LAC,82,82,2820,4.8,6.8,.710,0.0,0.1,.250,4.8,6.8,.713,2.4,6.0,.397,5.1,10.6,15.7,0.8,1.0,2.3,1.4,3.1,12.1,2015,0
Jerome Jordan,C,28,BRK,44,0,383,4.7,8.8,.532,0.0,0.0,,4.7,8.8,.532,3.6,4.1,.864,4.9,5.0,9.9,1.2,0.8,1.4,2.1,5.5,13.0,2015,0
Chris Kaman,C,32,POR,74,13,1398,7.3,14.1,.515,0.0,0.0,,7.3,14.1,.515,1.9,2.6,.706,3.8,8.6,12.5,1.7,0.5,1.4,2.8,3.6,16.4,2015,0
Enes Kanter,C,22,TOT,75,74,2135,8.1,15.6,.519,0.3,0.8,.356,7.9,14.9,.528,3.1,3.9,.782,4.7,6.6,11.3,0.9,0.6,0.5,2.4,3.2,19.6,2015,0
Enes Kanter,C,22,UTA,49,48,1326,7.8,15.8,.491,0.4,1.1,.317,7.4,14.7,.505,2.5,3.2,.788,4.0,6.4,10.4,0.7,0.6,0.4,2.5,3.1,18.4,2015,0
Enes Kanter,C,22,OKC,26,26,809,8.7,15.4,.566,0.1,0.2,.750,8.6,15.2,.564,4.0,5.2,.776,5.8,7.0,12.8,1.3,0.6,0.6,2.3,3.3,21.6,2015,0
Ryan Kelly,PF,23,LAL,52,34,1233,3.0,9.0,.337,1.3,3.9,.336,1.7,5.1,.337,2.3,2.8,.832,0.4,3.9,4.3,2.7,0.9,0.7,1.1,3.4,9.7,2015,0
Alex Kirk,C,23,CLE,5,0,14,2.6,10.3,.250,0.0,0.0,,2.6,10.3,.250,5.1,5.1,1.000,2.6,0.0,2.6,2.6,0.0,0.0,0.0,2.6,10.3,2015,0
Kosta Koufos,C,25,MEM,81,3,1348,4.9,9.6,.508,0.0,0.0,,4.9,9.6,.508,1.5,2.3,.647,3.2,8.1,11.4,1.0,0.8,1.7,1.8,4.0,11.2,2015,0
Ognjen Kuzmić,C,24,GSW,16,0,72,4.0,6.0,.667,0.0,0.0,,4.0,6.0,.667,2.0,2.0,1.000,3.5,5.0,8.5,3.0,1.0,0.5,2.5,6.5,10.0,2015,0
Carl Landry,PF,31,SAC,70,15,1192,5.7,11.1,.515,0.0,0.0,,5.7,11.1,.515,3.7,4.5,.820,3.0,5.1,8.1,0.8,0.5,0.5,1.6,4.0,15.2,2015,0
Joffrey Lauvergne,C,23,DEN,24,1,268,4.8,12.0,.404,0.4,2.1,.188,4.4,9.8,.452,2.4,3.8,.643,3.6,6.7,10.3,1.7,1.1,1.3,3.0,5.8,12.5,2015,0
David Lee,PF,31,GSW,49,4,904,6.4,12.5,.511,0.0,0.1,.000,6.4,12.4,.514,2.7,4.1,.654,3.2,7.0,10.2,3.4,1.2,1.0,2.0,3.3,15.5,2015,0
Alex Len,C,21,PHO,69,44,1518,4.2,8.4,.507,0.0,0.1,.333,4.2,8.3,.509,1.7,2.5,.702,3.4,7.4,10.8,0.8,0.8,2.5,1.8,5.1,10.2,2015,0
Meyers Leonard,C,22,POR,55,7,847,5.3,10.4,.510,2.0,4.8,.420,3.3,5.7,.586,1.3,1.4,.938,2.0,8.7,10.6,1.4,0.4,0.6,1.7,4.8,13.9,2015,0
Jon Leuer,PF,25,MEM,63,6,824,5.3,11.9,.443,0.3,1.3,.241,5.0,10.7,.467,1.6,2.6,.627,2.2,6.9,9.0,2.0,0.7,0.4,1.5,3.8,12.5,2015,0
Brook Lopez,C,26,BRK,72,44,2100,8.7,16.9,.513,0.0,0.2,.100,8.7,16.7,.517,3.8,4.7,.814,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2,2015,0
Robin Lopez,C,26,POR,59,59,1638,5.1,9.6,.535,0.0,0.0,.000,5.1,9.6,.537,2.2,2.8,.772,4.2,4.5,8.7,1.2,0.4,1.8,1.6,2.7,12.4,2015,0
Kevin Love,PF,26,CLE,75,75,2532,5.9,13.5,.434,2.0,5.6,.367,3.8,8.0,.480,3.7,4.6,.804,2.0,8.4,10.4,2.4,0.7,0.6,1.7,2.0,17.5,2015,0
Ian Mahinmi,C,28,IND,61,6,1146,3.7,6.7,.552,0.0,0.0,,3.7,6.7,.552,1.0,3.2,.304,3.3,7.9,11.2,1.0,0.9,1.4,1.9,5.4,8.3,2015,0
Kenyon Martin,PF,37,MIL,11,0,104,3.1,7.6,.409,0.0,0.0,,3.1,7.6,.409,0.7,0.7,1.000,2.1,4.5,6.6,1.7,1.7,2.1,1.0,4.5,6.9,2015,0
Jason Maxiell,PF,31,CHO,61,0,878,3.3,7.9,.422,0.0,0.0,,3.3,7.9,.422,1.7,2.9,.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3,2015,0
Luc Mbah a Moute,PF,28,PHI,67,61,1916,4.7,11.9,.395,1.2,3.8,.307,3.6,8.2,.435,1.8,3.1,.589,1.5,4.6,6.2,2.0,1.5,0.4,1.9,2.0,12.4,2015,0
James Michael McAdoo,PF,22,GSW,15,0,137,6.3,11.6,.545,0.0,0.0,,6.3,11.6,.545,3.7,6.6,.560,3.9,5.8,9.7,0.5,1.3,2.4,1.6,5.5,16.3,2015,0
Mitch McGary,PF,22,OKC,32,2,485,6.5,12.2,.533,0.0,0.1,.000,6.5,12.1,.540,1.9,3.0,.625,3.9,8.3,12.2,1.0,1.2,1.2,2.3,5.3,14.9,2015,0
JaVale McGee,C,27,TOT,23,0,256,5.9,11.1,.532,0.0,0.0,,5.9,11.1,.532,3.1,4.6,.667,2.5,6.0,8.6,0.4,0.3,2.8,2.5,4.2,14.9,2015,0
JaVale McGee,C,27,DEN,17,0,195,6.3,11.3,.557,0.0,0.0,,6.3,11.3,.557,3.7,5.4,.690,2.6,6.3,8.9,0.2,0.4,3.5,2.4,5.2,16.2,2015,0
JaVale McGee,C,27,PHI,6,0,61,4.7,10.6,.444,0.0,0.0,,4.7,10.6,.444,1.2,2.4,.500,2.4,5.3,7.7,1.2,0.0,0.6,3.0,1.2,10.6,2015,0
Josh McRoberts,PF,27,MIA,17,4,296,3.4,6.4,.528,1.0,2.3,.421,2.4,4.1,.588,1.0,1.6,.615,0.9,4.6,5.5,4.0,1.5,0.4,2.7,5.0,8.8,2015,0
Quincy Miller,PF,22,TOT,10,0,119,2.7,11.5,.237,0.9,5.4,.167,1.8,6.1,.300,2.4,3.3,.727,1.2,4.8,6.1,2.4,2.1,1.5,1.5,2.7,8.8,2015,0
Quincy Miller,PF,22,SAC,6,0,61,2.4,10.6,.222,0.6,4.1,.143,1.8,6.5,.273,4.7,6.5,.727,1.2,5.9,7.1,1.8,3.5,1.8,1.8,2.4,10.0,2015,0
Quincy Miller,PF,22,DET,4,0,58,3.1,12.4,.250,1.2,6.8,.182,1.9,5.6,.333,0.0,0.0,,1.2,3.7,5.0,3.1,0.6,1.2,1.2,3.1,7.4,2015,0
Paul Millsap,PF,29,ATL,73,73,2390,6.7,14.0,.476,1.2,3.3,.356,5.5,10.8,.513,3.8,5.1,.757,2.1,6.5,8.6,3.4,2.0,1.0,2.5,3.0,18.3,2015,0
Nikola Mirotić,PF,23,CHI,82,3,1654,5.5,13.6,.405,2.2,6.8,.316,3.4,6.8,.495,5.0,6.2,.803,1.4,7.4,8.8,2.1,1.2,1.2,1.9,3.7,18.1,2015,0
Nazr Mohammed,C,37,CHI,23,0,128,3.7,8.4,.433,0.0,0.0,,3.7,8.4,.433,0.3,0.8,.333,3.1,7.6,10.7,0.8,1.1,1.4,2.0,4.5,7.6,2015,0
Greg Monroe,PF,24,DET,69,57,2137,7.1,14.4,.496,0.0,0.0,,7.1,14.4,.496,4.2,5.7,.750,3.9,8.0,11.9,2.4,1.3,0.6,2.5,2.5,18.5,2015,0
Eric Moreland,PF,23,SAC,3,0,2,18.0,18.0,1.000,0.0,0.0,,18.0,18.0,1.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0,2015,0
Marcus Morris,PF,25,PHO,81,35,2045,5.8,13.4,.434,2.0,5.5,.358,3.9,7.9,.487,1.2,2.0,.628,1.3,5.5,6.8,2.3,1.1,0.3,1.3,3.3,14.9,2015,0
Markieff Morris,PF,25,PHO,82,82,2581,7.1,15.3,.465,0.8,2.5,.318,6.3,12.8,.494,2.5,3.2,.763,1.5,5.5,7.1,2.7,1.4,0.5,2.4,3.4,17.5,2015,0
Donatas Motiejūnas,PF,24,HOU,71,62,2037,6.2,12.4,.504,0.9,2.4,.368,5.4,10.0,.536,1.8,2.9,.602,2.4,5.0,7.4,2.3,1.0,0.6,2.2,3.6,15.1,2015,0
Timofey Mozgov,C,28,TOT,81,80,2045,5.5,10.0,.555,0.0,0.1,.333,5.5,9.9,.557,2.7,3.8,.718,3.6,6.8,10.4,1.0,0.6,1.7,2.0,4.0,13.8,2015,0
Timofey Mozgov,C,28,DEN,35,35,897,4.7,9.3,.504,0.1,0.2,.333,4.6,9.1,.509,2.5,3.5,.733,3.7,7.3,10.9,0.6,0.6,1.6,1.9,4.6,12.0,2015,0
Timofey Mozgov,C,28,CLE,46,45,1148,6.2,10.5,.590,0.0,0.0,,6.2,10.5,.590,2.9,4.1,.708,3.5,6.5,10.0,1.2,0.6,1.8,2.2,3.5,15.2,2015,0
Mike Muscala,PF,23,ATL,40,8,502,6.0,10.8,.550,0.6,1.6,.409,5.3,9.3,.574,1.6,1.8,.880,3.7,4.8,8.5,1.8,1.1,1.4,1.5,3.7,14.1,2015,0
Andrew Nicholson,PF,25,ORL,40,3,492,6.1,13.9,.437,1.0,3.0,.317,5.1,10.9,.470,1.1,1.8,.600,1.2,4.8,6.0,1.6,0.4,0.9,1.8,3.7,14.2,2015,0
Joakim Noah,C,29,CHI,67,67,2049,3.3,7.5,.445,0.0,0.0,.000,3.3,7.5,.447,1.8,3.1,.603,3.8,7.5,11.3,5.5,0.8,1.3,2.2,3.6,8.5,2015,0
Nerlens Noel,C,20,PHI,75,71,2311,4.7,10.2,.462,0.0,0.0,,4.7,10.2,.462,2.2,3.6,.609,2.9,6.6,9.5,2.0,2.1,2.2,2.3,3.2,11.6,2015,0
Lucas Nogueira,C,22,TOR,6,0,23,3.1,12.5,.250,0.0,0.0,,3.1,12.5,.250,3.1,6.3,.500,3.1,14.1,17.2,1.6,3.1,0.0,3.1,9.4,9.4,2015,0
Steve Novak,PF,31,OKC,13,0,88,2.5,8.6,.286,1.2,6.1,.200,1.2,2.5,.500,0.0,0.0,,0.4,2.0,2.5,2.0,0.0,0.4,0.8,4.1,6.1,2015,0
Dirk Nowitzki,PF,36,DAL,77,77,2282,7.7,16.8,.459,1.6,4.3,.380,6.0,12.4,.486,4.0,4.6,.882,0.7,6.5,7.2,2.3,0.6,0.5,1.3,2.5,21.0,2015,0
Jusuf Nurkić,C,20,DEN,62,27,1103,5.6,12.5,.446,0.0,0.1,.000,5.6,12.4,.449,2.7,4.3,.636,4.1,8.4,12.5,1.6,1.7,2.2,2.8,6.8,13.9,2015,0
Johnny O'Bryant,PF,21,MIL,34,15,368,4.3,11.7,.367,0.0,0.0,,4.3,11.7,.367,1.2,2.6,.444,2.5,3.7,6.3,1.7,0.5,0.4,2.4,4.3,9.8,2015,0
Kyle O'Quinn,PF,24,ORL,51,17,824,5.2,10.6,.492,0.5,1.9,.279,4.7,8.7,.538,1.9,2.5,.772,2.0,6.7,8.7,2.6,1.4,1.7,2.4,4.8,12.8,2015,0
Kelly Olynyk,C,23,BOS,64,13,1423,6.3,13.4,.475,1.5,4.4,.349,4.8,8.9,.538,2.4,3.4,.684,2.3,5.3,7.7,2.8,1.6,1.0,2.5,5.4,16.6,2015,0
Arinze Onuaku,C,27,MIN,6,1,68,6.4,7.4,.857,0.0,0.0,,6.4,7.4,.857,1.6,4.2,.375,3.7,7.4,11.1,2.1,0.5,1.6,1.1,3.2,14.3,2015,0
Zaza Pachulia,C,30,MIL,73,45,1730,5.0,11.0,.454,0.0,0.1,.000,5.0,10.9,.456,2.6,3.3,.788,4.1,6.3,10.4,3.7,1.7,0.4,2.8,3.5,12.6,2015,0
Jabari Parker,PF,19,MIL,25,25,738,6.3,12.8,.490,0.2,0.8,.250,6.1,12.0,.506,2.2,3.2,.697,2.4,4.3,6.7,2.0,1.5,0.2,2.3,2.0,15.0,2015,0
Patrick Patterson,PF,25,TOR,81,4,2156,4.0,8.9,.449,1.8,4.7,.371,2.3,4.2,.536,1.1,1.3,.788,2.1,5.1,7.2,2.6,1.0,0.7,0.9,2.5,10.8,2015,0
Adreian Payne,PF,23,TOT,32,22,739,4.4,10.7,.414,0.0,0.4,.111,4.4,10.3,.427,1.5,2.2,.652,2.3,5.6,7.9,1.5,0.9,0.4,2.1,4.3,10.4,2015,0
Adreian Payne,PF,23,ATL,3,0,19,3.8,13.3,.286,0.0,1.9,.000,3.8,11.4,.333,1.9,3.8,.500,1.9,5.7,7.6,0.0,1.9,0.0,0.0,7.6,9.5,2015,0
Adreian Payne,PF,23,MIN,29,22,720,4.4,10.6,.418,0.0,0.4,.125,4.4,10.2,.429,1.4,2.2,.659,2.3,5.5,7.9,1.5,0.9,0.5,2.2,4.2,10.4,2015,0
Nikola Peković,C,29,MIN,31,29,815,6.1,14.5,.424,0.0,0.0,,6.1,14.5,.424,4.8,5.7,.837,3.9,6.4,10.3,1.2,0.8,0.5,1.9,2.6,17.1,2015,0
Kendrick Perkins,C,30,TOT,68,3,1148,3.2,7.1,.449,0.0,0.0,.000,3.2,7.1,.451,1.3,2.6,.506,2.9,7.2,10.0,1.6,0.5,1.3,3.0,5.1,7.7,2015,0
Kendrick Perkins,C,30,OKC,51,3,981,3.0,6.8,.441,0.0,0.0,.000,3.0,6.8,.443,1.4,2.8,.507,2.9,7.3,10.2,1.6,0.5,1.4,2.7,5.0,7.4,2015,0
Kendrick Perkins,C,30,CLE,17,0,167,4.3,8.8,.488,0.0,0.0,,4.3,8.8,.488,0.9,1.7,.500,2.4,6.5,8.8,1.7,0.4,0.9,4.5,5.8,9.5,2015,0
Mason Plumlee,C,24,BRK,82,45,1743,5.8,10.1,.573,0.0,0.1,.000,5.8,10.0,.576,3.2,6.5,.495,3.6,7.0,10.6,1.5,1.3,1.3,2.2,4.3,14.8,2015,0
Miles Plumlee,C,26,TOT,73,28,1194,4.1,7.7,.535,0.0,0.0,,4.1,7.7,.535,0.7,1.4,.478,3.4,6.3,9.6,1.0,1.2,2.0,1.5,3.3,8.9,2015,0
Miles Plumlee,C,26,PHO,54,28,1005,3.8,7.0,.549,0.0,0.0,,3.8,7.0,.549,0.7,1.4,.500,3.4,6.4,9.8,1.0,1.3,2.0,1.6,3.5,8.3,2015,0
Miles Plumlee,C,26,MIL,19,0,189,5.5,11.2,.492,0.0,0.0,,5.5,11.2,.492,0.6,1.5,.375,3.2,5.5,8.8,1.3,1.1,2.1,1.1,2.3,11.6,2015,0
Dwight Powell,PF,23,TOT,29,0,236,4.7,10.2,.463,0.5,1.7,.273,4.3,8.5,.500,3.8,5.0,.758,2.7,4.9,7.6,1.4,1.4,0.9,1.7,6.1,13.7,2015,0
Dwight Powell,PF,23,BOS,5,0,9,16.0,20.0,.800,0.0,0.0,,16.0,20.0,.800,4.0,8.0,.500,0.0,4.0,4.0,0.0,8.0,0.0,8.0,4.0,36.0,2015,0
Dwight Powell,PF,23,DAL,24,0,227,4.3,9.8,.435,0.5,1.7,.273,3.8,8.1,.471,3.8,4.9,.774,2.9,4.9,7.8,1.4,1.1,1.0,1.4,6.2,12.8,2015,0
Miroslav Raduljica,C,27,MIN,5,0,23,4.7,12.5,.375,0.0,0.0,,4.7,12.5,.375,3.1,3.1,1.000,3.1,4.7,7.8,0.0,1.6,0.0,3.1,12.5,12.5,2015,0
Julius Randle,PF,20,LAL,1,0,14,2.6,7.7,.333,0.0,0.0,,2.6,7.7,.333,0.0,5.1,.000,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,5.1,2015,0
Shavlik Randolph,PF,31,TOT,21,0,126,2.6,10.0,.257,0.0,1.4,.000,2.6,8.6,.300,1.7,3.4,.500,4.6,6.3,10.9,1.1,1.4,0.9,0.9,4.6,6.9,2015,0
Shavlik Randolph,PF,31,PHO,16,0,101,2.1,8.9,.240,0.0,1.4,.000,2.1,7.5,.286,1.8,3.6,.500,4.3,5.0,9.3,1.1,1.4,0.7,0.7,4.6,6.1,2015,0
Shavlik Randolph,PF,31,BOS,5,0,25,4.3,14.4,.300,0.0,1.4,.000,4.3,13.0,.333,1.4,2.9,.500,5.8,11.5,17.3,1.4,1.4,1.4,1.4,4.3,10.1,2015,0
Zach Randolph,PF,33,MEM,71,71,2304,7.1,14.6,.487,0.1,0.3,.350,7.0,14.2,.490,3.6,4.7,.765,3.5,8.2,11.7,2.4,1.1,0.2,2.4,2.7,17.9,2015,0
Thomas Robinson,PF,23,TOT,54,4,798,5.7,11.7,.485,0.0,0.1,.000,5.7,11.6,.488,2.5,4.8,.528,4.3,9.4,13.7,1.5,1.4,0.9,2.7,4.7,13.9,2015,0
Thomas Robinson,PF,23,POR,32,4,391,4.3,8.4,.516,0.0,0.0,,4.3,8.4,.516,1.9,4.4,.438,3.0,9.2,12.2,0.8,1.5,1.0,3.0,5.0,10.6,2015,0
Thomas Robinson,PF,23,PHI,22,0,407,7.0,14.9,.467,0.0,0.2,.000,7.0,14.8,.473,3.1,5.1,.603,5.5,9.6,15.0,2.1,1.4,0.8,2.3,4.4,17.1,2015,0
Robert Sacre,C,25,LAL,67,18,1133,4.0,9.7,.412,0.0,0.0,.000,4.0,9.7,.413,1.7,2.6,.671,2.8,4.6,7.4,1.7,0.9,1.4,1.1,3.8,9.8,2015,0
Larry Sanders,C,26,MIL,27,26,586,5.3,10.6,.500,0.0,0.0,,5.3,10.6,.500,1.5,2.9,.500,4.1,6.1,10.2,1.4,1.6,2.4,1.7,6.4,12.0,2015,0
Luis Scola,PF,34,IND,81,16,1659,6.5,13.9,.467,0.1,0.4,.250,6.4,13.5,.474,3.4,4.9,.699,3.0,8.4,11.4,2.3,1.0,0.4,2.0,4.2,16.6,2015,0
Mike Scott,PF,26,ATL,68,0,1123,6.4,14.5,.444,2.1,6.2,.344,4.3,8.4,.517,2.0,2.5,.792,1.4,4.9,6.4,2.4,0.8,0.1,1.3,2.7,17.0,2015,0
Kevin Séraphin,C,25,WAS,79,0,1235,6.7,13.1,.513,0.0,0.1,.000,6.7,13.1,.516,1.7,2.4,.707,2.5,5.9,8.4,1.7,0.3,1.7,2.9,5.7,15.2,2015,0
Henry Sims,C,24,PHI,73,32,1399,6.1,12.9,.474,0.1,0.6,.182,6.0,12.4,.488,2.7,3.5,.774,3.1,6.1,9.2,2.0,1.0,0.8,2.5,3.5,15.1,2015,0
Greg Smith,PF,24,DAL,42,2,363,3.0,4.9,.612,0.0,0.0,,3.0,4.9,.612,2.0,3.9,.513,2.6,5.3,7.8,0.9,0.7,1.1,1.1,5.3,7.9,2015,0
Jason Smith,C,28,NYK,82,31,1785,5.2,11.9,.434,0.3,0.8,.357,4.9,11.1,.440,2.6,3.1,.830,2.0,4.6,6.5,2.8,0.6,0.9,2.1,4.1,13.2,2015,0
Josh Smith,PF,29,TOT,83,35,2300,6.5,15.4,.419,1.1,3.6,.316,5.4,11.9,.451,2.0,4.0,.498,2.4,5.9,8.3,4.3,1.4,1.8,3.2,3.6,16.1,2015,0
Josh Smith,PF,29,DET,28,28,896,6.1,15.7,.391,0.4,1.5,.243,5.8,14.2,.407,2.1,4.5,.468,2.1,6.0,8.1,5.3,1.5,1.9,2.9,3.3,14.7,2015,0
Josh Smith,PF,29,HOU,55,7,1404,6.7,15.3,.438,1.6,4.9,.330,5.1,10.4,.489,1.9,3.7,.521,2.6,5.8,8.4,3.7,1.3,1.7,3.4,3.7,16.9,2015,0
Marreese Speights,C,27,GSW,76,9,1207,9.5,19.3,.492,0.1,0.5,.278,9.3,18.7,.498,4.5,5.3,.843,3.3,6.4,9.7,2.1,0.6,1.0,2.4,5.6,23.6,2015,0
Tiago Splitter,C,30,SAS,52,35,1030,5.9,10.6,.558,0.0,0.0,,5.9,10.6,.558,3.1,4.2,.750,3.2,5.6,8.8,2.7,1.2,1.3,2.1,3.6,15.0,2015,0
Greg Stiemsma,C,29,TOR,17,0,66,3.3,4.4,.750,0.0,0.0,,3.3,4.4,.750,1.1,2.2,.500,4.9,3.3,8.2,1.6,1.1,0.0,3.8,8.2,7.6,2015,0
Jarnell Stokes,PF,21,MEM,19,2,126,6.0,10.6,.568,0.0,0.0,,6.0,10.6,.568,4.3,8.0,.536,4.6,5.1,9.7,1.1,1.4,1.4,2.0,7.1,16.3,2015,0
Amar'e Stoudemire,PF,32,TOT,59,15,1245,7.9,14.2,.557,0.0,0.1,.000,7.9,14.1,.562,3.9,5.4,.720,3.2,6.3,9.5,1.3,0.8,1.1,2.3,4.7,19.7,2015,0
Amar'e Stoudemire,PF,32,NYK,36,14,865,7.0,12.9,.543,0.0,0.1,.000,7.0,12.8,.549,3.9,5.3,.740,3.5,6.7,10.2,1.5,0.8,1.4,2.6,4.6,18.0,2015,0
Amar'e Stoudemire,PF,32,DAL,23,1,380,9.9,17.0,.581,0.0,0.1,.000,9.9,16.9,.584,3.8,5.6,.678,2.6,5.4,8.0,0.8,0.9,0.4,1.4,4.7,23.5,2015,0
Jared Sullinger,PF,22,BOS,58,49,1566,7.1,16.3,.439,1.2,4.2,.283,6.0,12.0,.494,2.2,3.0,.744,3.4,6.8,10.1,3.1,1.0,1.0,1.8,3.5,17.7,2015,0
Mirza Teletović,PF,29,BRK,40,4,892,4.9,12.9,.382,2.5,7.8,.321,2.4,5.1,.476,1.3,1.9,.717,1.1,6.7,7.8,1.9,0.6,0.6,2.1,3.0,13.7,2015,0
Lance Thomas,PF,26,NYK,40,24,1040,4.7,10.9,.434,0.2,0.7,.333,4.5,10.2,.441,1.7,2.3,.742,1.3,2.9,4.2,1.7,0.9,0.3,2.0,2.2,11.4,2015,0
Malcolm Thomas,PF,26,PHI,17,0,194,3.3,7.4,.450,0.0,1.3,.000,3.3,6.1,.545,1.7,2.4,.692,3.0,7.4,10.4,1.3,0.6,0.2,2.4,3.2,8.4,2015,0
Tyrus Thomas,PF,28,MEM,2,0,7,5.1,5.1,1.000,0.0,0.0,,5.1,5.1,1.000,10.3,10.3,1.000,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,20.6,2015,0
Jason Thompson,PF,28,SAC,81,63,1991,3.6,7.7,.470,0.0,0.0,.000,3.6,7.7,.471,1.6,2.6,.622,2.5,7.1,9.6,1.5,0.6,1.0,1.5,4.3,8.9,2015,0
Tristan Thompson,PF,23,CLE,82,15,2194,4.4,8.0,.547,0.0,0.0,,4.4,8.0,.547,2.6,4.1,.641,4.5,6.3,10.8,0.6,0.6,1.0,1.4,3.1,11.4,2015,0
Anthony Tolliver,PF,29,TOT,76,11,1432,4.0,9.9,.410,2.7,7.3,.366,1.4,2.6,.534,1.4,1.7,.783,1.3,4.7,5.9,1.5,0.6,0.4,1.3,3.4,12.1,2015,0
Anthony Tolliver,PF,29,PHO,24,0,272,3.4,9.8,.351,3.2,8.2,.387,0.3,1.6,.167,0.5,0.8,.667,0.8,5.0,5.8,1.3,0.5,0.1,1.5,2.6,10.6,2015,0
Anthony Tolliver,PF,29,DET,52,11,1160,4.2,9.9,.423,2.5,7.1,.360,1.6,2.8,.582,1.6,2.0,.794,1.4,4.6,6.0,1.5,0.6,0.5,1.2,3.6,12.5,2015,0
Ronny Turiaf,C,32,MIN,2,0,19,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.9,1.9,3.8,0.0,0.0,0.0,0.0,0.0,2015,0
Ekpe Udoh,PF,27,LAC,33,0,128,3.1,6.8,.458,0.0,0.0,,3.1,6.8,.458,2.0,2.5,.778,2.0,5.3,7.3,2.3,2.3,2.0,2.0,5.6,8.2,2015,0
Jonas Valančiūnas,C,22,TOR,80,80,2096,6.4,11.2,.572,0.0,0.0,.000,6.4,11.2,.573,3.7,4.7,.786,3.7,8.2,11.9,0.7,0.6,1.6,1.9,3.8,16.5,2015,0
Anderson Varejão,C,32,CLE,26,26,636,6.3,11.3,.555,0.0,0.1,.000,6.3,11.2,.561,1.9,2.5,.733,3.2,6.4,9.6,2.0,1.1,0.9,2.0,3.3,14.4,2015,0
Charlie Villanueva,PF,30,DAL,64,1,678,8.0,19.2,.414,4.4,11.7,.376,3.6,7.5,.475,1.1,1.9,.571,1.6,6.3,7.9,1.0,0.8,1.2,1.5,3.4,21.4,2015,0
Noah Vonleh,PF,19,CHO,25,0,259,4.2,10.6,.395,0.7,1.8,.385,3.5,8.8,.397,2.5,3.6,.692,3.9,8.1,12.0,0.6,0.6,1.3,1.5,2.8,11.5,2015,0
Nikola Vučević,C,24,ORL,74,74,2529,9.0,17.2,.523,0.0,0.1,.333,9.0,17.1,.524,2.3,3.1,.752,3.4,8.1,11.5,2.1,0.8,0.8,2.1,3.1,20.3,2015,0
